INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('prettyMoccasin', 74474, 1, 145, 1, 15404);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('waterLightPinkpower', 493085, 6, 132, 12, 793541);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('administrationMediumBluemy', 204789, 6, 132, 12, 855830);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Sienna', 552683, 6, 132, 13, 586219);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('occurBurlyWoodcultural', 351055, 6, 132, 13, 71178);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('IndianRedsport', 234593, 6, 132, 13, 744492);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkGraypiece', 299976, 7, 169, 14, 487125);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('spaceKhaki', 530994, 7, 169, 14, 773772);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Violetwatch', 492975, 7, 169, 14, 781276);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SaddleBrown', 200819, 7, 169, 14, 561307);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumSpringGreen', 584285, 8, 109, 15, 780081);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('largeBlanchedAlmondfederal', 424732, 8, 109, 15, 140182);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Marooncard', 441308, 8, 109, 15, 874886);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('preventMediumOrchidlose', 385097, 8, 109, 15, 243655);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('theseMidnightBlue', 275547, 8, 109, 15, 888859);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LemonChiffondiscuss', 131813, 9, 117, 16, 708484);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MrsDodgerBlue', 141705, 9, 117, 16, 782969);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('letBluerule', 120709, 9, 117, 16, 575954);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('indicateThistle', 177187, 9, 117, 17, 320382);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('wholeBlue', 316847, 9, 117, 17, 108063);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Wheat', 80286, 9, 117, 17, 202832);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('mediaLemonChiffonus', 514795, 9, 117, 17, 526498);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('governmentAliceBlueevening', 504009, 9, 117, 17, 297292);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Lavenderinstead', 435733, 9, 117, 18, 89591);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('allLemonChiffon', 578123, 9, 117, 18, 834038);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkGrayremain', 261757, 9, 117, 18, 939441);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('todayLightSeaGreenwrite', 395459, 10, 150, 19, 907003);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('homeOrangeRed', 378693, 10, 150, 19, 305910);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orchid', 386398, 10, 150, 19, 884696);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('youLightSteelBlueremain', 240020, 10, 150, 20, 194440);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('cellSpringGreenmission', 60541, 10, 150, 20, 244987);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkSlateBluerule', 442312, 10, 150, 20, 83576);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkGoldenRodquite', 303108, 10, 150, 20, 74934);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('dropPink', 416441, 10, 150, 20, 826741);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightPink', 204833, 10, 150, 20, 275379);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Maroonanything', 223093, 10, 150, 20, 271035);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('meetingGrayoffice', 282891, 10, 150, 20, 767435);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('IndianRedresearch', 80420, 11, 46, 21, 850565);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('trueBrownwin', 497527, 11, 46, 21, 944024);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('threatPinkpoint', 233820, 11, 46, 21, 110986);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('goPeachPuff', 378362, 11, 46, 21, 192986);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('seasonSilvername', 73739, 11, 46, 22, 726723);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Aquamarinebeat', 219619, 11, 46, 22, 43287);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumPurple', 270500, 11, 46, 22, 756621);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('conditionDarkCyandifference', 413441, 11, 46, 22, 211926);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PapayaWhipsmile', 327003, 11, 46, 22, 353395);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('officerSpringGreen', 434793, 11, 46, 22, 321699);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MintCreamallow', 424705, 11, 46, 22, 800968);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('NavajoWhitebig', 258327, 11, 46, 22, 202312);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumSeaGreen', 424524, 11, 46, 23, 500087);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkOliveGreenjob', 560974, 11, 46, 23, 378903);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('orDarkSlateGray', 519774, 11, 46, 23, 498713);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('NavajoWhiteconcern', 147387, 12, 91, 24, 232940);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('blueDodgerBlue', 446276, 12, 91, 24, 596441);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('thoseGhostWhite', 304816, 12, 91, 24, 507399);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('enjoyFloralWhite', 301356, 12, 91, 24, 445047);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('hisLavenderBlushserious', 185928, 12, 91, 24, 699719);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('BlanchedAlmond', 476860, 12, 91, 24, 764968);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('onceRosyBrownaround', 393577, 12, 91, 24, 591867);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightCoralimage', 161742, 12, 91, 24, 19609);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orange', 172310, 12, 91, 25, 621757);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('moveBlueViolet', 288730, 12, 91, 25, 926013);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumVioletRed', 256168, 12, 91, 25, 654159);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightSkyBluewhile', 79736, 12, 91, 26, 681716);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('beautifulMaroonbag', 301923, 12, 91, 26, 841248);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('BurlyWood', 396523, 12, 91, 26, 61293);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('glassYellowpretty', 227754, 12, 91, 26, 231487);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('evenDeepPinkhour', 253363, 12, 91, 26, 957858);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SteelBlue', 542140, 13, 72, 27, 27425);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('stopNavajoWhitereduce', 556492, 13, 72, 27, 724749);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('buyTurquoise', 433941, 13, 72, 27, 815999);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkOrange', 186163, 13, 72, 27, 159217);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('performTananother', 228628, 13, 72, 27, 570289);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('optionSnowman', 83160, 14, 118, 28, 569432);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkGoldenRodpolitics', 437026, 14, 118, 28, 71860);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('FloralWhite', 468581, 14, 118, 28, 144217);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('cellDarkBlue', 462553, 14, 118, 28, 918464);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('leadDarkRed', 78548, 15, 24, 29, 871031);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SaddleBrown', 412954, 15, 24, 29, 329592);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orchidlose', 411604, 15, 24, 29, 555836);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('upMintCream', 131711, 15, 24, 29, 86025);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('myselfBlanchedAlmondfamily', 104124, 15, 24, 29, 924918);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('OldLace', 317061, 15, 24, 30, 51376);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DarkSeaGreen', 490443, 15, 24, 30, 707742);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('attackBlanchedAlmondgreat', 101665, 15, 24, 30, 757475);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('approachVioletforeign', 140580, 16, 8, 31, 411518);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Chartreuseright', 581647, 16, 8, 31, 42312);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('daughterDarkOrange', 585685, 16, 8, 31, 182223);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Perusystem', 243509, 16, 8, 31, 614235);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('whetherOlive', 275482, 16, 8, 31, 21188);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('seriesDeepSkyBlue', 78988, 16, 8, 32, 4559);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('guyCyandirector', 549005, 16, 8, 32, 201185);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumVioletRed', 570104, 16, 8, 32, 637921);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Turquoise', 509246, 16, 8, 32, 534048);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Chartreuse', 283742, 17, 66, 33, 453780);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumSpringGreenstart', 84002, 17, 66, 33, 747636);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LavenderBlushrecord', 177743, 17, 66, 33, 313425);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Tomato', 441568, 17, 66, 33, 52862);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightGray', 165827, 17, 66, 33, 88415);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('conditionFloralWhite', 271057, 17, 66, 33, 964947);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('groundBeige', 192604, 17, 66, 33, 151332);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('amongNavy', 399943, 17, 66, 33, 350029);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Brown', 324928, 17, 66, 34, 405981);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Bisque', 72042, 17, 66, 34, 723240);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('everythingMidnightBlue', 495597, 17, 66, 34, 607183);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Gray', 97931, 17, 66, 34, 969380);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('truthBisque', 520565, 18, 84, 35, 369720);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('articleForestGreen', 511179, 18, 84, 35, 440825);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('machineLime', 261977, 18, 84, 35, 240051);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('approachMediumTurquoise', 401098, 18, 84, 35, 680631);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Violet', 518060, 18, 84, 35, 703170);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('DimGrayreturn', 71784, 18, 84, 35, 155022);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('herselfCoralprofessional', 448891, 18, 84, 35, 546282);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('PeachPuff', 509715, 18, 84, 35, 210532);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('collegeLightBlue', 401654, 18, 84, 36, 913718);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('tellGreencountry', 96044, 18, 84, 36, 930394);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('healthTomatonature', 60701, 18, 84, 36, 112828);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('kidForestGreenpicture', 336345, 18, 84, 36, 311184);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Olivehalf', 229258, 18, 84, 36, 736708);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('LightCoral', 507757, 19, 140, 37, 402131);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Orchid', 221642, 19, 140, 37, 468837);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('mentionTomatoinvestment', 527812, 19, 140, 37, 915029);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('helpMediumTurquoise', 503787, 19, 140, 37, 856826);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('stepTeal', 412822, 19, 140, 37, 591132);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Magentatend', 572242, 19, 140, 37, 871244);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SeaGreensea', 436713, 19, 140, 37, 485057);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('decadePaleTurquoisereport', 181898, 19, 140, 37, 28530);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('mightDarkSeaGreen', 381559, 19, 140, 38, 304488);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('MediumTurquoisefour', 428214, 19, 140, 38, 214285);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('highPapayaWhipold', 423878, 19, 140, 38, 93402);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('atLightGoldenRodYellowbit', 525687, 19, 140, 38, 64104);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('chargeCoralfinal', 440800, 19, 140, 38, 150399);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Ivoryrequire', 464064, 19, 140, 38, 969988);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('tonightSiennathree', 243076, 19, 140, 38, 480995);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('CornflowerBlue', 454004, 19, 140, 38, 99050);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('sevenDarkGoldenRodopportunity', 133931, 20, 72, 39, 840855);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('manLightYellow', 252511, 20, 72, 39, 12880);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('generalYellowwhether', 547534, 20, 72, 39, 812313);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('yourOrangeRed', 136815, 20, 72, 39, 458083);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('admitGainsboroof', 163413, 20, 72, 39, 204314);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('FireBrickwait', 414009, 20, 72, 40, 147127);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('beforeDarkRed', 404335, 20, 72, 40, 411591);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('writerCyanseveral', 66260, 20, 72, 40, 554293);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('herRoyalBlueyoung', 213072, 20, 72, 40, 946173);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('toughKhakiborn', 295268, 20, 72, 40, 658253);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('SpringGreen', 257098, 21, 90, 41, 865987);
INSERT INTO songs (title, duration, artist_id, genre_id, album_id, streams) VALUES ('Magenta', 388180, 21, 90, 41, 284624);
