INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MidnightBlue', '1973-02-18', 'album', 'http://www.deleon-pratt.info/', 145, 1);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightYellow', '1984-10-01', 'album', 'http://www.williams.com/', 91, 12);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SpringGreen', '1983-07-03', 'album', 'http://austin-walker.biz/', 91, 12);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('liveIndianRed', '1995-10-19', 'album', 'https://diaz-graham.net/', 91, 12);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('forgetCrimsonbaby', '1967-01-15', 'album', 'http://www.meyers.com/', 72, 13);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumPurple', '1972-01-01', 'album', 'https://www.santos-sanchez.com/', 118, 14);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('FireBrickweek', '1962-01-26', 'album', 'http://www.mcknight.com/', 24, 15);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('howeverLightBlue', '1975-05-28', 'album', 'http://www.miller-lewis.com/', 24, 15);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('wouldGoldenRod', '1962-06-14', 'album', 'http://edwards.net/', 8, 16);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Turquoise', '1968-03-19', 'album', 'http://moore.com/', 8, 16);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('whoseLightSlateGray', '1999-02-05', 'album', 'http://www.jimenez.net/', 66, 17);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PaleGreen', '1999-04-21', 'album', 'http://garcia-leach.com/', 66, 17);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('workMaroonfinally', '1962-04-01', 'album', 'http://www.snyder.org/', 84, 18);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('recognizeIvoryowner', '1965-12-28', 'album', 'http://www.gonzalez-miller.com/', 84, 18);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('AntiqueWhitewhole', '1982-04-30', 'album', 'http://sims.com/', 140, 19);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('wayLightCoralcollege', '1995-12-18', 'album', 'https://campbell.com/', 140, 19);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('firstSeaShellbody', '1971-06-03', 'album', 'https://www.roy.org/', 72, 20);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('modernYellowGreen', '1977-01-13', 'album', 'https://www.martin-mcdaniel.com/', 72, 20);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('howLightPink', '1993-06-14', 'album', 'https://white-davis.com/', 90, 21);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('assumeLightGreen', '1980-05-08', 'album', 'http://prince.com/', 90, 21);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('mindMediumAquaMarineresponsibility', '1995-09-07', 'album', 'https://www.bell.com/', 30, 22);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('energyMediumOrchid', '1966-09-05', 'album', 'http://www.wilson-mccarthy.org/', 30, 22);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('propertyFireBrick', '1986-03-05', 'album', 'https://www.campbell.com/', 30, 22);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkViolet', '1983-01-29', 'album', 'https://stevenson-gilbert.com/', 88, 23);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MistyRose', '1987-02-21', 'album', 'http://www.alvarez-burton.info/', 1, 24);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('buildingRosyBrownproduce', '2000-01-30', 'album', 'http://www.jennings.com/', 1, 24);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Beige', '1970-03-03', 'album', 'http://www.jones-sparks.net/', 7, 25);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PaleTurquoiseduring', '1988-06-03', 'album', 'https://www.nelson.com/', 7, 25);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('heCrimson', '1962-01-17', 'album', 'https://donaldson-miller.com/', 7, 25);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('onRed', '1989-06-09', 'album', 'http://jones-hale.net/', 58, 26);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Coral', '1992-11-15', 'album', 'https://www.cowan-rhodes.com/', 58, 26);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('runDarkOrangecarry', '1966-08-19', 'album', 'https://www.mills.net/', 58, 26);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('anyoneTomatored', '2001-08-03', 'album', 'https://quinn.com/', 39, 27);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('significantMidnightBlueRepublican', '1994-01-09', 'album', 'https://www.johnson.net/', 39, 27);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('viewGray', '1960-07-03', 'album', 'https://allen.com/', 39, 27);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('processGoldserve', '1967-01-17', 'album', 'https://www.young.com/', 116, 28);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('CadetBlueunit', '1964-09-14', 'album', 'http://www.christian-rich.com/', 116, 28);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('peopleGainsborosummer', '2006-08-27', 'album', 'https://www.scott-adams.biz/', 8, 29);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('RosyBrown', '1997-01-25', 'album', 'http://www.benson.info/', 132, 30);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('billMagenta', '1963-03-20', 'album', 'https://www.robinson-douglas.com/', 123, 31);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('IndianReddirection', '1972-02-07', 'album', 'http://www.miller-miller.com/', 123, 31);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Yellow', '1992-05-12', 'album', 'http://www.hull.org/', 123, 31);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('setAquamarine', '1962-02-01', 'album', 'https://www.james.org/', 14, 32);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Aquaperformance', '1969-11-21', 'album', 'https://santos-ellison.org/', 14, 32);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('purposeSalmonrequire', '1989-06-12', 'album', 'http://adams-walker.net/', 14, 32);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Bisque', '1971-10-26', 'album', 'https://robertson.biz/', 119, 33);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PMSiennacivil', '1989-05-02', 'album', 'http://www.garcia.com/', 119, 33);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkKhakicontain', '1976-03-26', 'album', 'https://www.clark.biz/', 4, 34);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('WhiteSmoke', '1968-05-28', 'album', 'http://www.perez.com/', 4, 34);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('notLavender', '1961-03-29', 'album', 'https://www.garza.com/', 157, 35);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('teamLightBlue', '1989-07-16', 'album', 'https://york.com/', 157, 35);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Linenindicate', '1997-01-27', 'album', 'http://www.dudley.info/', 157, 35);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Silverreduce', '1969-12-10', 'album', 'http://williams.biz/', 8, 36);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Coral', '1969-08-02', 'album', 'http://nelson.com/', 8, 36);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('floorGoldenRodteach', '1987-01-09', 'album', 'http://davis.org/', 77, 37);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Maroonbehavior', '1998-05-01', 'album', 'http://www.green.info/', 77, 37);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('RosyBrowndiscuss', '1974-02-16', 'album', 'https://www.williams.com/', 77, 37);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('ForestGreennetwork', '1976-04-15', 'album', 'https://shah.info/', 130, 38);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightPink', '1976-06-24', 'album', 'https://atkins-turner.info/', 130, 38);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('pieceMediumOrchidaccording', '1997-04-22', 'album', 'http://robinson-jones.biz/', 130, 38);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Khakitree', '1992-08-02', 'album', 'https://armstrong.com/', 174, 39);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Aquamarine', '1959-05-08', 'album', 'https://www.lozano.org/', 174, 39);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('majorityIndianRedMrs', '1975-10-23', 'album', 'http://gray-robinson.info/', 174, 39);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('OliveDrabcompare', '1987-11-16', 'album', 'http://www.rodriguez.com/', 126, 40);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Indigo', '1981-06-03', 'album', 'http://martin.org/', 126, 40);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('weightDeepPink', '1979-10-08', 'album', 'https://www.holmes-williams.com/', 34, 41);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('generationLightGreen', '1991-03-20', 'album', 'http://www.burton.org/', 133, 42);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PaleGreen', '2005-04-20', 'album', 'https://www.jenkins.com/', 133, 42);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('bloodAquamarine', '1979-07-20', 'album', 'https://duncan-stevens.biz/', 9, 43);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('somethingDarkOliveGreen', '1971-07-12', 'album', 'http://mcgrath.com/', 101, 44);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('purposeBrownby', '1970-10-16', 'album', 'https://www.davis-roth.info/', 101, 44);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('NavajoWhite', '2002-04-19', 'album', 'http://todd.biz/', 9, 45);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('largeMediumOrchid', '1975-07-05', 'album', 'http://stevens.com/', 97, 46);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('towardLightGoldenRodYellow', '1994-04-25', 'album', 'https://ortiz-lopez.com/', 97, 46);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('oftenLightGray', '1971-06-03', 'album', 'http://www.kim.org/', 97, 46);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Thistleresponsibility', '1991-07-16', 'album', 'http://www.gonzales.net/', 122, 47);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('someLavenderBlush', '2005-12-10', 'album', 'http://rodriguez-garcia.net/', 122, 47);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('attentionMediumTurquoise', '1998-02-20', 'album', 'http://pena-mays.info/', 35, 48);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkGreen', '1978-11-23', 'album', 'http://www.keller.com/', 35, 48);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightCoral', '1983-12-02', 'album', 'https://www.martinez-johnson.info/', 35, 48);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumOrchiddeal', '1985-06-10', 'album', 'https://levine-chan.biz/', 115, 49);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DeepPinkstore', '1990-06-17', 'album', 'https://www.davis.com/', 115, 49);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkGoldenRodbuild', '1987-01-20', 'album', 'https://www.miller.org/', 115, 49);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('suggestLemonChiffon', '1995-01-21', 'album', 'https://owens-gonzalez.info/', 114, 50);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LavenderBlush', '1999-02-22', 'album', 'http://douglas.com/', 114, 50);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightCyan', '1974-04-07', 'album', 'http://www.anderson.info/', 114, 50);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('whichDarkGoldenRod', '2004-06-30', 'album', 'http://lopez.info/', 131, 51);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Tan', '1961-05-20', 'album', 'https://www.johnson.com/', 63, 52);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('orderLightGray', '2002-05-17', 'album', 'http://matthews-garrett.com/', 63, 52);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('meetingCadetBlue', '2003-09-30', 'album', 'https://bowers.org/', 75, 53);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('pieceLightSkyBluecarry', '1986-04-27', 'album', 'http://allen-little.com/', 75, 53);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Purple', '1978-10-29', 'album', 'https://www.blake.com/', 13, 54);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('candidateNavy', '1984-10-28', 'album', 'https://jones-evans.com/', 13, 54);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('discussionDarkGoldenRodborn', '1985-11-05', 'album', 'https://www.hill-sandoval.com/', 13, 54);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('BurlyWood', '1960-09-19', 'album', 'http://davis-powell.com/', 36, 55);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('sourceBisquebest', '1963-08-03', 'album', 'https://www.long-mccormick.com/', 36, 55);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SkyBlueinstitution', '1963-12-24', 'album', 'http://www.hernandez.net/', 72, 56);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('recordDarkGreen', '1970-12-13', 'album', 'https://nguyen.com/', 72, 56);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Yellowcard', '2005-10-03', 'album', 'https://www.olson.com/', 74, 57);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PaleGreenwhose', '1991-05-04', 'album', 'http://wilson.biz/', 74, 57);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Graynearly', '1982-03-28', 'album', 'http://www.bates.info/', 167, 58);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('wifeSilver', '1992-07-22', 'album', 'http://bailey.biz/', 167, 58);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('OliveDrabmatter', '2001-05-10', 'album', 'https://www.cunningham-willis.com/', 167, 58);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('establishMaroonorganization', '1996-03-02', 'album', 'http://ferguson-armstrong.com/', 143, 59);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PowderBlue', '2005-03-05', 'album', 'http://atkins.info/', 143, 59);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumSpringGreen', '1965-05-31', 'album', 'https://www.carrillo-george.com/', 152, 60);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('bitMoccasinimportant', '1979-12-04', 'album', 'https://www.lamb.net/', 152, 60);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Khakiboard', '1976-01-12', 'album', 'https://www.bauer.com/', 170, 61);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MistyRose', '1979-04-27', 'album', 'https://www.romero.com/', 38, 62);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkGoldenRodmust', '1975-09-10', 'album', 'https://www.williams-jones.com/', 44, 63);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('nearlyIvory', '1980-06-14', 'album', 'https://lee-miller.com/', 44, 63);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('PowderBlue', '1967-05-12', 'album', 'https://www.hoffman.com/', 44, 63);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightGoldenRodYellow', '1971-03-05', 'album', 'https://ball.com/', 27, 64);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightPink', '1998-11-04', 'album', 'https://ruiz.org/', 68, 65);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('ofRoyalBlue', '2000-06-16', 'album', 'https://www.ellison.com/', 95, 66);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightSteelBluebase', '1965-08-22', 'album', 'http://torres-beard.com/', 95, 66);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('detailBrownposition', '1993-07-12', 'album', 'https://www.griffith.info/', 151, 67);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Silver', '1988-07-29', 'album', 'https://www.martinez-franklin.com/', 151, 67);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Ivory', '1976-04-22', 'album', 'https://hernandez-perez.org/', 151, 67);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('styleSlateBluecultural', '1970-05-30', 'album', 'http://smith-thomas.com/', 77, 68);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('fullMaroon', '1983-02-18', 'album', 'https://www.smith.com/', 77, 68);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Coral', '2005-02-11', 'album', 'http://vasquez.info/', 77, 68);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MistyRose', '2003-12-02', 'album', 'http://hubbard-williams.com/', 142, 69);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('establishBrowncampaign', '2002-06-08', 'album', 'https://henderson.biz/', 41, 70);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Lime', '1978-10-09', 'album', 'https://www.hartman.com/', 41, 70);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('gasSkyBluelarge', '1991-12-09', 'album', 'http://holt.biz/', 28, 71);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Fuchsia', '1999-06-14', 'album', 'https://www.patel.com/', 154, 72);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('veryIndigo', '1968-08-13', 'album', 'https://smith-graves.com/', 154, 72);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumVioletRed', '1972-04-13', 'album', 'https://www.brown-espinoza.org/', 110, 73);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('relateGhostWhite', '1977-04-12', 'album', 'https://atkinson-ramirez.biz/', 110, 73);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Salmon', '1992-08-03', 'album', 'https://keith-ross.info/', 110, 73);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SlateGray', '1959-06-08', 'album', 'https://frazier.com/', 163, 74);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('stillMediumAquaMarine', '1967-12-27', 'album', 'http://anderson.com/', 163, 74);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumTurquoise', '2003-08-15', 'album', 'https://www.baird.net/', 28, 75);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Tanitem', '2002-08-24', 'album', 'https://williams.org/', 28, 75);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Tan', '1964-02-19', 'album', 'https://www.thomas.com/', 157, 76);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('claimMoccasin', '1969-03-20', 'album', 'https://noble-perez.org/', 157, 76);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('forgetTan', '1969-08-17', 'album', 'http://www.mcclain-sanchez.com/', 36, 77);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MediumBlue', '2006-06-10', 'album', 'https://www.franklin-benson.com/', 140, 78);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Beigebetween', '1989-11-14', 'album', 'http://www.clements.info/', 140, 78);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('degreeGainsboropurpose', '1962-09-19', 'album', 'https://townsend.biz/', 92, 79);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('environmentalDarkOrchidno', '1959-08-28', 'album', 'https://www.wyatt-harris.com/', 92, 79);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('MistyRose', '2006-05-23', 'album', 'https://dunn-vasquez.info/', 23, 80);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('bothViolet', '1982-09-03', 'album', 'http://www.dixon.biz/', 29, 81);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('difficultDimGray', '1983-08-07', 'album', 'https://www.cohen.com/', 175, 82);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SeaShell', '1998-07-12', 'album', 'http://mcfarland.com/', 37, 83);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Orchid', '1984-04-28', 'album', 'http://medina.net/', 37, 83);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('dreamAquarule', '1987-07-18', 'album', 'https://www.floyd-conway.com/', 105, 84);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('Cornsilk', '1975-08-05', 'album', 'https://navarro-reyes.com/', 150, 85);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('DarkCyanwhere', '1983-12-02', 'album', 'https://mitchell.com/', 30, 86);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('optionDarkSeaGreen', '2004-06-19', 'album', 'https://www.anderson.net/', 30, 86);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightSalmoneconomy', '1972-10-01', 'album', 'https://gonzalez.biz/', 122, 87);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LawnGreennumber', '1975-08-29', 'album', 'https://pierce.org/', 122, 87);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('IndianRed', '1963-02-28', 'album', 'https://www.mueller.com/', 122, 87);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('classSaddleBrownright', '1967-11-23', 'album', 'http://collins.com/', 42, 88);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('SlateBlue', '1998-06-12', 'album', 'https://www.rodriguez-rogers.biz/', 106, 89);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('OrangeRedquestion', '1968-03-04', 'album', 'https://king.net/', 106, 89);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('decisionMediumBluestrong', '1999-09-09', 'album', 'https://powell.info/', 106, 89);
INSERT INTO albums (title, release_date, type, image, genre_id, artist_id) VALUES ('LightCyan', '2005-07-12', 'album', 'https://www.stokes.com/', 57, 90);
